"HolderAddress","Balance","PendingBalanceUpdate"
"0x2cb961be499e4a2289a6b1e9b30653cd301110a2","6172.597681848","No"
"0x44a430703df7c4726beec5a9482c136f2df036f4","23588.437486133","No"
"0x96a6de6b549c4806f28865c9e081a4ddb2e95fdb","5427.706234135","No"
"0x5c5a2af3c41bec2a94195deeab297a53894614d0","91097.691023518","No"
"0x70085f2aefc08464febbbc8464a5009dbf7dcce1","1434125343.86615","No"
"0xb6c36af5061b3a8d0635a51365bb17e11d3ae1e5","389.910657842","No"
"0xc1829c714c8cfb6c42a3314c97b9fedb785d13c7","9600142242.58776","No"
"0xcd7bde14dc539acf677a5445530f8e02f5fe17f1","51108.074106868","No"
"0x670f273af239ffa2aba48932f6bd9cb24c73c7ce","181052.496338946","No"
"0x93b3a6ea386915ac2439999369a54dd2650c2597","20571954178.5503","No"
"0x7a45dcd2127e70fe8e1b76f01c9fc538f2fdd49d","13325979560.9564","No"
"0x27929c8962afedd3e958eb8f02ec4da7a4e3d811","5082454.3469197","No"
"0xa47adb9bd08e7e82df27fbd63e14bb029b405b5d","12010.903981855","No"
"0x6075be1e7b6bcd8ae7065a7e22e992f4e7f1adc7","4373857211.53454","No"
"0x705c24f7dca4687eee0919d4653d472a1e96e5b6","7653373851.22632","No"
"0x6e1f6f870404f526e90677246a83e06a8ef7944a","1094400024.95232","No"
"0x5980659e88186976952b91a6e8fd11f4e11e0706","4197.041073663","No"
"0x4948583fd83234123aef13b1cf3affd98e10100b","6144.744343328","No"
"0x00b95bbe437cf061a11c245bfd2445c3cd2e06e5","9120.573943804","No"
"0xe0237a18befb991a52be0ed68dfa9aaae4558ff2","17934.358166681","No"
"0x163f4d1b56082dac3b63f9ab3cb24bb46a5aa501","592064.469388304","No"
"0x61063b644387b63a7ad4b33566960ba2336e9587","3255242829.80514","No"
"0x6aacf6aa747403d5dcf93877126f3b6a3924c414","1.572021252","No"
"0x19470d25311bb82dde30b9fffeb021937037508e","1952062.45479773","No"
"0x7dd9c105a64824d55a68c59dcf991f1023352ed1","0.017467207","No"
"0x99bd6fd9d9e0a4e82e9f8fbe9008c31a25c6204c","2075461.13373921","No"
"0xa18bcd554cb11cb6bac089197208a0b911ca0618","6489.317348754","No"
"0x52d89c6ad5a7f93e89423fc9be6ddf1a061830d9","108138.837443872","No"
"0x133558346bb15ffec523fd6083ff6676832fbbe5","60444.879832687","No"
"0x988b9383fd05808ae9081f9e6fb89feb08a281f0","263969.916430279","No"
"0x3e7184f70748bbac0b285d51a746ed0bff22bd1d","25426233.2517413","No"
"0xde0fb9ec5d2bb509e056ff94f79a94e68d22bcb0","2395525.6721412","No"
"0xa2d41490dc487a808d97d542ed4e9553377dc779","107641980.534061","No"
"0x953d7c14df139945fa73b521511cae6399315029","645817150.183034","No"
"0x9bec290354ad1db581bd8a8235cc5a62c8db1930","13683178.4349295","No"
"0xe5580d8f1f66ff4a7cb46508dc8721420272e9dc","10301607793.3095","No"
"0x1a5b9c1079251dbcfa5abc70a1962c9bea05598a","4981.498567025","No"
"0xd6f6f20be1d3df31022c57823f080d4958edd913","389372.183129354","No"
"0x20ef064129ec3409da9ed0f54ab1e420fb6915ac","0.016714965","No"
"0x72228fd772b49254d9309cf7ce2235e8729b10ce","13006729002.1696","No"
"0x20f3c88d39c03262efddaee16768e7a334ff2a3d","960004094.388466","No"
"0xfb4d9f00e6efddd1a63ddfdd8d55f5795613829c","2021725030.42748","No"
"0xaf99e4d3280a86deb39b798abffb608c77a3945b","40833749003.6744","No"
"0x05a2bd7d9fb20556a1fe8aa4916cacaee3d3e9f1","1668.340919535","No"
"0x16b0978ffc00da35c6bbc23706c48e18176f1d9d","25232.554087762","No"
"0xe936837467095d0e6346632247e1cf60ffc4a30e","0.025787971","No"
"0x4e48d149c5094a9aa52f221f9446984148142c59","40235140090.3673","No"
"0xa6625857f080abb927e888fbabd8bf7d317ac5ce","158000454539.893","No"
"0x45be07f3e96133c720fc3fee3cbfc74ce5a7afd7","729206488.60951","No"
"0x684420629160750c874748b8490a9ff62399c9ff","51554.235642453","No"
"0xcb5d4bf0f0e3d9f96010482738d34d7150c7f52f","2002453846.43058","No"
"0xefef7ac0b818b5188c3c0a2ff323cf3f4638a37a","24397451700.3775","No"
"0x52d05af3d2893175d77c5d1bac0d4a422d9d7224","259924.521917309","No"
"0xe74f8e690b60f4b9d9f135d9ba4167c680b5ad3b","516691.244622916","No"
"0xe6dddafe701ad8b7f39ec02a8b35a37b035846e1","2026623.98075069","No"
"0xdaa5227973a1664fa9639bec88737701649ea6e4","1858495.99121288","No"
"0x8aeb9e277539946c12ad4a9dc373f70d981d7315","5.3979E-05","No"
"0xbda8853157b6ea37535626191a01bbde3ba38f7c","9573309167.9685","No"
"0x46d87fd77c3654112c549fc30afc395526173677","54447.99024987","No"
"0x608de1d01efbcf3c3eff6ea3062263934cd88cfe","9558519472.47001","No"
"0x9ae746f37bda9f9c27a71bd9a8e444e78c727188","217166.865546693","No"
"0x962fb7198bb467a05533c1aeb2db0efa7f8fb70f","9607810449.91597","No"
"0xc88ff0e93bbe4993f7322876c9d002663a9eecb9","69393.295623973","No"
"0x840bdb8d63ad8fda05c12e78d8f01164593ca28d","129575.079519024","No"
"0xe0b94f95484113d82aa52100e9657edc4550797b","295607.64563428","No"
"0x896c70db39c83fee9b6e9e4dce9e00411933cd77","29558017732.2892","No"
"0x2f30244423b2bd31b3ebe3c8e2c28fffe137d964","196719.0304922","No"
"0xf4ce6f31b66b75d8708c8db876af888a9a2b99b1","13578.88686861","No"
"0x48d7822682ed7ba509abc5a459cc2a6fc753f528","1920023040.28612","No"
"0x0601bb8b0977f795b76cdad9fb3c3c5551479f69","12679962951.3087","No"
"0xa7b1162ddf4ab411424face21290e34fcb377932","31149123265.1684","No"
"0x6a082d66d517d8e736e8d3a73029a49edca18c4b","200364.020542624","No"
"0x43123de96a3989052416a4a907c947a553d0fa1f","57065.298640615","No"
"0xb7e70873269d40cc41d315bc72a51b8bfd524e4f","3035.556748992","No"
"0x4547f00f2b96433b16b79e668a902d6eddf56f4b","806007.5558303","No"
"0x5739a016548caad16a877c15a654dec473eea4bd","9332185665.45763","No"
"0x2f1eca1a9651a4c955db5ffca40d5dfe0b98b7c8","9.39E-07","No"
